sequence_id,predicted_genome,decision_type,k3_prediction,k5_prediction,k7_prediction,vote_counts
12296,NC_015722,unanimous,5,5,5,"{5: 3}"
12297,NC_015722,unanimous,5,5,5,"{5: 3}"
12298,NC_011138,unanimous,6,6,6,"{6: 3}"
12299,NC_015722,majority,5,6,5,"{5: 2; 6: 1}"
12300,NC_011138,unanimous,6,6,6,"{6: 3}"
12301,NC_011138,unanimous,6,6,6,"{6: 3}"
12302,NC_011138,majority,6,6,2,"{6: 2; 2: 1}"
12303,NC_009767,unanimous,3,3,3,"{3: 3}"
12304,NC_011126,majority,4,4,2,"{4: 2; 2: 1}"
12305,NC_015722,majority,0,5,5,"{0: 1; 5: 2}"
12306,NC_011138,unanimous,6,6,6,"{6: 3}"
12307,NC_011138,unanimous,6,6,6,"{6: 3}"
12308,NC_011138,unanimous,6,6,6,"{6: 3}"
12309,NC_007984,unanimous,2,2,2,"{2: 3}"
12310,NC_011138,unanimous,6,6,6,"{6: 3}"
12311,NC_011138,unanimous,6,6,6,"{6: 3}"
12312,NC_011138,unanimous,6,6,6,"{6: 3}"
12313,NC_007984,unanimous,2,2,2,"{2: 3}"
12314,NC_007984,majority,2,2,6,"{2: 2; 6: 1}"
12315,NC_008709,majority,9,6,9,"{9: 2; 6: 1}"
12316,NC_011138,unanimous,6,6,6,"{6: 3}"
12317,NC_011138,unanimous,6,6,6,"{6: 3}"
12318,NC_011138,unanimous,6,6,6,"{6: 3}"
12319,NC_011138,unanimous,6,6,6,"{6: 3}"
12320,NC_011138,unanimous,6,6,6,"{6: 3}"
12321,NC_011138,unanimous,6,6,6,"{6: 3}"
12322,NC_011138,majority,0,6,6,"{0: 1; 6: 2}"
12323,NC_011138,unanimous,6,6,6,"{6: 3}"
12324,NC_013943,majority,9,0,0,"{9: 1; 0: 2}"
12325,NC_011126,unanimous,4,4,4,"{4: 3}"
12326,NC_011138,unanimous,6,6,6,"{6: 3}"
12327,NC_011138,majority,9,6,6,"{9: 1; 6: 2}"
12328,NC_011138,unanimous,6,6,6,"{6: 3}"
12329,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
12330,NC_011138,unanimous,6,6,6,"{6: 3}"
12331,NC_011138,unanimous,6,6,6,"{6: 3}"
12332,NC_011138,unanimous,6,6,6,"{6: 3}"
12333,NC_011138,majority,6,9,6,"{6: 2; 9: 1}"
12334,NC_011138,majority,6,6,0,"{6: 2; 0: 1}"
12335,NC_007984,majority,9,2,2,"{9: 1; 2: 2}"
12336,NC_011138,unanimous,6,6,6,"{6: 3}"
12337,NC_015722,tie_breaker,9,0,5,"{9: 1; 0: 1; 5: 1}"
12338,NC_008709,unanimous,9,9,9,"{9: 3}"
12339,NC_011138,unanimous,6,6,6,"{6: 3}"
12340,NC_011126,unanimous,4,4,4,"{4: 3}"
12341,NC_011138,unanimous,6,6,6,"{6: 3}"
12342,NC_011138,unanimous,6,6,6,"{6: 3}"
12343,NC_011138,unanimous,6,6,6,"{6: 3}"
12344,NC_011138,unanimous,6,6,6,"{6: 3}"
12345,NC_011138,unanimous,6,6,6,"{6: 3}"
12346,NC_008709,unanimous,9,9,9,"{9: 3}"
12347,NC_011138,unanimous,6,6,6,"{6: 3}"
12348,NC_011138,unanimous,6,6,6,"{6: 3}"
12349,NC_008709,unanimous,9,9,9,"{9: 3}"
12350,NC_011138,unanimous,6,6,6,"{6: 3}"
12351,NC_011138,unanimous,6,6,6,"{6: 3}"
12352,NC_011138,unanimous,6,6,6,"{6: 3}"
12353,NC_011138,unanimous,6,6,6,"{6: 3}"
12354,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
12355,NC_008709,majority,9,9,6,"{9: 2; 6: 1}"
12356,NC_011138,unanimous,6,6,6,"{6: 3}"
12357,NC_011138,unanimous,6,6,6,"{6: 3}"
12358,NC_007984,unanimous,2,2,2,"{2: 3}"
12359,NC_013943,majority,0,0,2,"{0: 2; 2: 1}"
12360,NC_011138,unanimous,6,6,6,"{6: 3}"
12361,NC_011138,majority,6,5,6,"{6: 2; 5: 1}"
12362,NC_011138,majority,9,6,6,"{9: 1; 6: 2}"
12363,NC_011138,unanimous,6,6,6,"{6: 3}"
12364,NC_007984,unanimous,2,2,2,"{2: 3}"
12365,NC_011138,unanimous,6,6,6,"{6: 3}"
12366,NC_011138,unanimous,6,6,6,"{6: 3}"
12367,NC_011138,majority,6,0,6,"{6: 2; 0: 1}"
12368,NC_011138,unanimous,6,6,6,"{6: 3}"
12369,NC_011138,unanimous,6,6,6,"{6: 3}"
12370,NC_008709,unanimous,9,9,9,"{9: 3}"
12371,NC_011138,unanimous,6,6,6,"{6: 3}"
12372,NC_013943,unanimous,0,0,0,"{0: 3}"
12373,NC_011138,unanimous,6,6,6,"{6: 3}"
12374,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
12375,NC_015722,majority,4,5,5,"{4: 1; 5: 2}"
12376,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
12377,NC_013943,unanimous,0,0,0,"{0: 3}"
12378,NC_011138,unanimous,6,6,6,"{6: 3}"
12379,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
12380,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
12381,NC_011138,unanimous,6,6,6,"{6: 3}"
12382,NC_013943,unanimous,0,0,0,"{0: 3}"
12383,NC_011138,unanimous,6,6,6,"{6: 3}"
12384,NC_008709,unanimous,9,9,9,"{9: 3}"
12385,NC_011138,unanimous,6,6,6,"{6: 3}"
12386,NC_011126,unanimous,4,4,4,"{4: 3}"
12387,NC_013943,majority,4,0,0,"{4: 1; 0: 2}"
12388,NC_008709,unanimous,9,9,9,"{9: 3}"
12389,NC_011138,unanimous,6,6,6,"{6: 3}"
12390,NC_011138,majority,6,9,6,"{6: 2; 9: 1}"
12391,NC_009767,unanimous,3,3,3,"{3: 3}"
12392,NC_008709,majority,9,9,6,"{9: 2; 6: 1}"
12393,NC_008709,unanimous,9,9,9,"{9: 3}"
12394,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
12395,NC_011138,unanimous,6,6,6,"{6: 3}"
12396,NC_011138,unanimous,6,6,6,"{6: 3}"
12397,NC_011138,unanimous,6,6,6,"{6: 3}"
12398,NC_011138,unanimous,6,6,6,"{6: 3}"
12399,NC_015722,unanimous,5,5,5,"{5: 3}"
12400,NC_011138,unanimous,6,6,6,"{6: 3}"
12401,NC_011138,unanimous,6,6,6,"{6: 3}"
12402,NC_011138,majority,6,6,4,"{6: 2; 4: 1}"
12403,NC_011138,unanimous,6,6,6,"{6: 3}"
12404,NC_011138,unanimous,6,6,6,"{6: 3}"
12405,NC_011138,majority,0,6,6,"{0: 1; 6: 2}"
12406,NC_013943,majority,0,0,5,"{0: 2; 5: 1}"
12407,NC_011138,unanimous,6,6,6,"{6: 3}"
12408,NC_008709,unanimous,9,9,9,"{9: 3}"
12409,NC_011138,unanimous,6,6,6,"{6: 3}"
12410,NC_011138,unanimous,6,6,6,"{6: 3}"
12411,NC_011138,unanimous,6,6,6,"{6: 3}"
12412,NC_011138,unanimous,6,6,6,"{6: 3}"
12413,NC_011138,unanimous,6,6,6,"{6: 3}"
12414,NC_011138,unanimous,6,6,6,"{6: 3}"
12415,NC_011138,unanimous,6,6,6,"{6: 3}"
12416,NC_011138,majority,6,2,6,"{6: 2; 2: 1}"
12417,NC_011138,unanimous,6,6,6,"{6: 3}"
12418,NC_011138,majority,9,6,6,"{9: 1; 6: 2}"
12419,NC_011138,majority,9,6,6,"{9: 1; 6: 2}"
12420,NC_011138,unanimous,6,6,6,"{6: 3}"
12421,NC_011138,majority,6,6,5,"{6: 2; 5: 1}"
12422,NC_011138,unanimous,6,6,6,"{6: 3}"
12423,NC_011138,unanimous,6,6,6,"{6: 3}"
12424,NC_009767,majority,3,3,6,"{3: 2; 6: 1}"
12425,NC_011138,unanimous,6,6,6,"{6: 3}"
12426,NC_011138,unanimous,6,6,6,"{6: 3}"
12427,NC_008709,majority,0,9,9,"{0: 1; 9: 2}"
12428,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
12429,NC_011138,unanimous,6,6,6,"{6: 3}"
12430,NC_011138,unanimous,6,6,6,"{6: 3}"
12431,NC_011138,unanimous,6,6,6,"{6: 3}"
12432,NC_013943,unanimous,0,0,0,"{0: 3}"
12433,NC_015722,majority,4,5,5,"{4: 1; 5: 2}"
12434,NC_011138,unanimous,6,6,6,"{6: 3}"
12435,NC_011126,unanimous,4,4,4,"{4: 3}"
12436,NC_011138,unanimous,6,6,6,"{6: 3}"
12437,NC_015722,majority,5,5,2,"{5: 2; 2: 1}"
12438,NC_011138,unanimous,6,6,6,"{6: 3}"
12439,NC_011126,unanimous,4,4,4,"{4: 3}"
12440,NC_011138,unanimous,6,6,6,"{6: 3}"
12441,NC_011138,unanimous,6,6,6,"{6: 3}"
12442,NC_011138,unanimous,6,6,6,"{6: 3}"
12443,NC_011138,unanimous,6,6,6,"{6: 3}"
12444,NC_008709,majority,0,9,9,"{0: 1; 9: 2}"
12445,NC_008709,majority,9,9,2,"{9: 2; 2: 1}"
12446,NC_011138,majority,6,0,6,"{6: 2; 0: 1}"
12447,NC_011138,unanimous,6,6,6,"{6: 3}"
12448,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
12449,NC_015722,tie_breaker,9,6,5,"{9: 1; 6: 1; 5: 1}"
12450,NC_011138,unanimous,6,6,6,"{6: 3}"
12451,NC_015722,majority,2,5,5,"{2: 1; 5: 2}"
12452,NC_011138,unanimous,6,6,6,"{6: 3}"
12453,NC_011138,unanimous,6,6,6,"{6: 3}"
12454,NC_011138,unanimous,6,6,6,"{6: 3}"
12455,NC_011138,unanimous,6,6,6,"{6: 3}"
12456,NC_011138,majority,4,6,6,"{4: 1; 6: 2}"
12457,NC_011138,unanimous,6,6,6,"{6: 3}"
12458,NC_011138,unanimous,6,6,6,"{6: 3}"
12459,NC_011138,unanimous,6,6,6,"{6: 3}"
12460,NC_011138,majority,6,6,2,"{6: 2; 2: 1}"
12461,NC_011138,unanimous,6,6,6,"{6: 3}"
12462,NC_011138,unanimous,6,6,6,"{6: 3}"
12463,NC_011138,unanimous,6,6,6,"{6: 3}"
12464,NC_011138,unanimous,6,6,6,"{6: 3}"
12465,NC_011138,unanimous,6,6,6,"{6: 3}"
12466,NC_011138,unanimous,6,6,6,"{6: 3}"
12467,NC_011138,unanimous,6,6,6,"{6: 3}"
12468,NC_011126,unanimous,4,4,4,"{4: 3}"
12469,NC_008709,unanimous,9,9,9,"{9: 3}"
12470,NC_011138,unanimous,6,6,6,"{6: 3}"
12471,NC_011138,unanimous,6,6,6,"{6: 3}"
12472,NC_008709,unanimous,9,9,9,"{9: 3}"
12473,NC_011138,unanimous,6,6,6,"{6: 3}"
12474,NC_013943,majority,6,0,0,"{6: 1; 0: 2}"
12475,NC_011138,majority,4,6,6,"{4: 1; 6: 2}"
12476,NC_013943,unanimous,0,0,0,"{0: 3}"
12477,NC_008709,unanimous,9,9,9,"{9: 3}"
12478,NC_011138,unanimous,6,6,6,"{6: 3}"
12479,NC_013943,unanimous,0,0,0,"{0: 3}"
12480,NC_008709,unanimous,9,9,9,"{9: 3}"
12481,NC_011138,majority,3,6,6,"{3: 1; 6: 2}"
12482,NC_011126,majority,4,4,9,"{4: 2; 9: 1}"
12483,NC_011138,majority,6,9,6,"{6: 2; 9: 1}"
12484,NC_011138,unanimous,6,6,6,"{6: 3}"
12485,NC_011138,unanimous,6,6,6,"{6: 3}"
12486,NC_013943,majority,9,0,0,"{9: 1; 0: 2}"
12487,NC_011138,unanimous,6,6,6,"{6: 3}"
12488,NC_015722,majority,4,5,5,"{4: 1; 5: 2}"
12489,NC_011138,unanimous,6,6,6,"{6: 3}"
12490,NC_008709,unanimous,9,9,9,"{9: 3}"
12491,NC_011138,majority,9,6,6,"{9: 1; 6: 2}"
12492,NC_011138,unanimous,6,6,6,"{6: 3}"
12493,NC_011138,unanimous,6,6,6,"{6: 3}"
12494,NC_011138,unanimous,6,6,6,"{6: 3}"
12495,NC_015722,majority,6,5,5,"{6: 1; 5: 2}"
12496,NC_011138,unanimous,6,6,6,"{6: 3}"
12497,NC_011138,unanimous,6,6,6,"{6: 3}"
12498,NC_011138,unanimous,6,6,6,"{6: 3}"
12499,NC_011138,majority,0,6,6,"{0: 1; 6: 2}"
12500,NC_011138,unanimous,6,6,6,"{6: 3}"
12501,NC_011138,majority,6,6,5,"{6: 2; 5: 1}"
12502,NC_008709,unanimous,9,9,9,"{9: 3}"
12503,NC_011138,unanimous,6,6,6,"{6: 3}"
12504,NC_011138,unanimous,6,6,6,"{6: 3}"
12505,NC_008709,unanimous,9,9,9,"{9: 3}"
12506,NC_011138,majority,6,6,2,"{6: 2; 2: 1}"
12507,NC_011126,majority,4,4,9,"{4: 2; 9: 1}"
12508,NC_011138,unanimous,6,6,6,"{6: 3}"
12509,NC_013943,majority,0,9,0,"{0: 2; 9: 1}"
12510,NC_011138,unanimous,6,6,6,"{6: 3}"
12511,NC_011138,unanimous,6,6,6,"{6: 3}"
12512,NC_007984,unanimous,2,2,2,"{2: 3}"
12513,NC_007984,majority,2,2,9,"{2: 2; 9: 1}"
12514,NC_011126,unanimous,4,4,4,"{4: 3}"
12515,NC_011138,majority,5,6,6,"{5: 1; 6: 2}"
12516,NC_015722,majority,0,5,5,"{0: 1; 5: 2}"
12517,NC_011138,unanimous,6,6,6,"{6: 3}"
12518,NC_011138,unanimous,6,6,6,"{6: 3}"
12519,NC_008709,unanimous,9,9,9,"{9: 3}"
12520,NC_011126,unanimous,4,4,4,"{4: 3}"
12521,NC_011138,unanimous,6,6,6,"{6: 3}"
12522,NC_011138,unanimous,6,6,6,"{6: 3}"
12523,NC_011138,unanimous,6,6,6,"{6: 3}"
12524,NC_015722,majority,5,5,6,"{5: 2; 6: 1}"
12525,NC_008709,majority,9,6,9,"{9: 2; 6: 1}"
12526,NC_011138,unanimous,6,6,6,"{6: 3}"
12527,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
12528,NC_008709,unanimous,9,9,9,"{9: 3}"
12529,NC_011138,unanimous,6,6,6,"{6: 3}"
12530,NC_011138,unanimous,6,6,6,"{6: 3}"
12531,NC_011138,unanimous,6,6,6,"{6: 3}"
12532,NC_011138,unanimous,6,6,6,"{6: 3}"
12533,NC_011138,unanimous,6,6,6,"{6: 3}"
12534,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
12535,NC_011138,unanimous,6,6,6,"{6: 3}"
12536,NC_008709,unanimous,9,9,9,"{9: 3}"
12537,NC_011138,unanimous,6,6,6,"{6: 3}"
12538,NC_015722,unanimous,5,5,5,"{5: 3}"
12539,NC_007984,majority,2,2,9,"{2: 2; 9: 1}"
12540,NC_011126,unanimous,4,4,4,"{4: 3}"
12541,NC_011138,unanimous,6,6,6,"{6: 3}"
12542,NC_011138,unanimous,6,6,6,"{6: 3}"
12543,NC_011138,unanimous,6,6,6,"{6: 3}"
12544,NC_011138,unanimous,6,6,6,"{6: 3}"
12545,NC_011138,unanimous,6,6,6,"{6: 3}"
12546,NC_008709,majority,9,9,6,"{9: 2; 6: 1}"
12547,NC_011138,unanimous,6,6,6,"{6: 3}"
12548,NC_011138,unanimous,6,6,6,"{6: 3}"
12549,NC_007984,tie_breaker,9,5,2,"{9: 1; 5: 1; 2: 1}"
12550,NC_013943,unanimous,0,0,0,"{0: 3}"
12551,NC_011138,unanimous,6,6,6,"{6: 3}"
12552,NC_011138,unanimous,6,6,6,"{6: 3}"
12553,NC_008709,unanimous,9,9,9,"{9: 3}"
12554,NC_011138,unanimous,6,6,6,"{6: 3}"
12555,NC_013943,tie_breaker,5,2,0,"{5: 1; 2: 1; 0: 1}"
12556,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
12557,NC_011138,unanimous,6,6,6,"{6: 3}"
12558,NC_011138,unanimous,6,6,6,"{6: 3}"
12559,NC_013943,majority,6,0,0,"{6: 1; 0: 2}"
12560,NC_011138,unanimous,6,6,6,"{6: 3}"
12561,NC_011138,majority,3,6,6,"{3: 1; 6: 2}"
12562,NC_008709,unanimous,9,9,9,"{9: 3}"
12563,NC_011138,majority,6,6,3,"{6: 2; 3: 1}"
12564,NC_011138,unanimous,6,6,6,"{6: 3}"
12565,NC_008709,majority,9,9,6,"{9: 2; 6: 1}"
12566,NC_011138,unanimous,6,6,6,"{6: 3}"
12567,NC_011138,unanimous,6,6,6,"{6: 3}"
12568,NC_011138,tie_breaker,5,0,6,"{5: 1; 0: 1; 6: 1}"
12569,NC_011138,unanimous,6,6,6,"{6: 3}"
12570,NC_011138,unanimous,6,6,6,"{6: 3}"
12571,NC_011138,unanimous,6,6,6,"{6: 3}"
12572,NC_013943,unanimous,0,0,0,"{0: 3}"
12573,NC_011138,unanimous,6,6,6,"{6: 3}"
12574,NC_011138,unanimous,6,6,6,"{6: 3}"
12575,NC_011138,unanimous,6,6,6,"{6: 3}"
12576,NC_011138,unanimous,6,6,6,"{6: 3}"
12577,NC_011138,unanimous,6,6,6,"{6: 3}"
12578,NC_011138,majority,6,9,6,"{6: 2; 9: 1}"
12579,NC_009767,majority,3,3,6,"{3: 2; 6: 1}"
12580,NC_011138,unanimous,6,6,6,"{6: 3}"
12581,NC_008709,unanimous,9,9,9,"{9: 3}"
12582,NC_011138,unanimous,6,6,6,"{6: 3}"
12583,NC_011138,unanimous,6,6,6,"{6: 3}"
12584,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
12585,NC_011138,unanimous,6,6,6,"{6: 3}"
12586,NC_011138,unanimous,6,6,6,"{6: 3}"
12587,NC_011126,unanimous,4,4,4,"{4: 3}"
12588,NC_015722,majority,5,5,9,"{5: 2; 9: 1}"
12589,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
12590,NC_011138,unanimous,6,6,6,"{6: 3}"
12591,NC_011138,unanimous,6,6,6,"{6: 3}"
12592,NC_011138,unanimous,6,6,6,"{6: 3}"
12593,NC_013943,majority,0,9,0,"{0: 2; 9: 1}"
12594,NC_011138,unanimous,6,6,6,"{6: 3}"
12595,NC_011138,unanimous,6,6,6,"{6: 3}"
12596,NC_008709,unanimous,9,9,9,"{9: 3}"
12597,NC_011138,unanimous,6,6,6,"{6: 3}"
12598,NC_009767,unanimous,3,3,3,"{3: 3}"
12599,NC_011138,unanimous,6,6,6,"{6: 3}"
12600,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
12601,NC_011138,unanimous,6,6,6,"{6: 3}"
12602,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
12603,NC_011138,majority,0,6,6,"{0: 1; 6: 2}"
12604,NC_011138,majority,0,6,6,"{0: 1; 6: 2}"
12605,NC_007984,unanimous,2,2,2,"{2: 3}"
12606,NC_007984,majority,2,2,6,"{2: 2; 6: 1}"
12607,NC_008709,unanimous,9,9,9,"{9: 3}"
12608,NC_011138,unanimous,6,6,6,"{6: 3}"
12609,NC_008709,tie_breaker,4,5,9,"{4: 1; 5: 1; 9: 1}"
12610,NC_011138,unanimous,6,6,6,"{6: 3}"
12611,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
12612,NC_011138,unanimous,6,6,6,"{6: 3}"
12613,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
12614,NC_011138,unanimous,6,6,6,"{6: 3}"
12615,NC_008709,unanimous,9,9,9,"{9: 3}"
12616,NC_011138,unanimous,6,6,6,"{6: 3}"
12617,NC_011138,unanimous,6,6,6,"{6: 3}"
12618,NC_013943,unanimous,0,0,0,"{0: 3}"
12619,NC_011138,unanimous,6,6,6,"{6: 3}"
12620,NC_011126,majority,4,4,5,"{4: 2; 5: 1}"
12621,NC_011138,unanimous,6,6,6,"{6: 3}"
12622,NC_011138,unanimous,6,6,6,"{6: 3}"
12623,NC_011138,unanimous,6,6,6,"{6: 3}"
12624,NC_008709,majority,9,9,5,"{9: 2; 5: 1}"
12625,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
12626,NC_011138,unanimous,6,6,6,"{6: 3}"
12627,NC_011126,majority,4,4,5,"{4: 2; 5: 1}"
12628,NC_011138,unanimous,6,6,6,"{6: 3}"
12629,NC_011138,unanimous,6,6,6,"{6: 3}"
12630,NC_008709,majority,9,9,6,"{9: 2; 6: 1}"
12631,NC_011138,unanimous,6,6,6,"{6: 3}"
12632,NC_011138,tie_breaker,5,0,6,"{5: 1; 0: 1; 6: 1}"
12633,NC_011138,unanimous,6,6,6,"{6: 3}"
12634,NC_011138,unanimous,6,6,6,"{6: 3}"
12635,NC_011126,unanimous,4,4,4,"{4: 3}"
12636,NC_011138,unanimous,6,6,6,"{6: 3}"
12637,NC_011138,majority,6,9,6,"{6: 2; 9: 1}"
12638,NC_011138,unanimous,6,6,6,"{6: 3}"
12639,NC_015722,majority,5,4,5,"{5: 2; 4: 1}"
12640,NC_011138,unanimous,6,6,6,"{6: 3}"
12641,NC_011138,unanimous,6,6,6,"{6: 3}"
12642,NC_011138,majority,3,6,6,"{3: 1; 6: 2}"
12643,NC_011138,unanimous,6,6,6,"{6: 3}"
12644,NC_011138,unanimous,6,6,6,"{6: 3}"
12645,NC_011138,unanimous,6,6,6,"{6: 3}"
12646,NC_011138,majority,9,6,6,"{9: 1; 6: 2}"
12647,NC_011138,unanimous,6,6,6,"{6: 3}"
12648,NC_011138,unanimous,6,6,6,"{6: 3}"
12649,NC_011138,unanimous,6,6,6,"{6: 3}"
12650,NC_011138,unanimous,6,6,6,"{6: 3}"
12651,NC_011138,unanimous,6,6,6,"{6: 3}"
12652,NC_011138,unanimous,6,6,6,"{6: 3}"
12653,NC_011138,unanimous,6,6,6,"{6: 3}"
12654,NC_011138,unanimous,6,6,6,"{6: 3}"
12655,NC_011126,unanimous,4,4,4,"{4: 3}"
12656,NC_011138,unanimous,6,6,6,"{6: 3}"
12657,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
12658,NC_011138,unanimous,6,6,6,"{6: 3}"
12659,NC_013943,majority,0,0,6,"{0: 2; 6: 1}"
12660,NC_008709,unanimous,9,9,9,"{9: 3}"
12661,NC_011138,tie_breaker,0,9,6,"{0: 1; 9: 1; 6: 1}"
12662,NC_013943,majority,0,6,0,"{0: 2; 6: 1}"
12663,NC_011138,majority,6,9,6,"{6: 2; 9: 1}"
12664,NC_008709,unanimous,9,9,9,"{9: 3}"
12665,NC_008709,unanimous,9,9,9,"{9: 3}"
12666,NC_008709,majority,9,9,0,"{9: 2; 0: 1}"
12667,NC_007984,majority,2,2,9,"{2: 2; 9: 1}"
12668,NC_013943,majority,6,0,0,"{6: 1; 0: 2}"
12669,NC_011126,majority,2,4,4,"{2: 1; 4: 2}"
12670,NC_011138,unanimous,6,6,6,"{6: 3}"
12671,NC_011138,unanimous,6,6,6,"{6: 3}"
12672,NC_011138,unanimous,6,6,6,"{6: 3}"
12673,NC_011138,unanimous,6,6,6,"{6: 3}"
12674,NC_011138,unanimous,6,6,6,"{6: 3}"
12675,NC_008709,unanimous,9,9,9,"{9: 3}"
12676,NC_011138,unanimous,6,6,6,"{6: 3}"
12677,NC_008709,majority,9,5,9,"{9: 2; 5: 1}"
12678,NC_011138,unanimous,6,6,6,"{6: 3}"
12679,NC_011138,unanimous,6,6,6,"{6: 3}"
12680,NC_013943,unanimous,0,0,0,"{0: 3}"
12681,NC_008709,unanimous,9,9,9,"{9: 3}"
12682,NC_011138,unanimous,6,6,6,"{6: 3}"
12683,NC_011138,unanimous,6,6,6,"{6: 3}"
12684,NC_013943,unanimous,0,0,0,"{0: 3}"
12685,NC_011138,unanimous,6,6,6,"{6: 3}"
12686,NC_008709,unanimous,9,9,9,"{9: 3}"
12687,NC_011138,unanimous,6,6,6,"{6: 3}"
12688,NC_011138,unanimous,6,6,6,"{6: 3}"
12689,NC_007984,unanimous,2,2,2,"{2: 3}"
12690,NC_011138,majority,6,9,6,"{6: 2; 9: 1}"
12691,NC_007984,majority,9,2,2,"{9: 1; 2: 2}"
12692,NC_011138,unanimous,6,6,6,"{6: 3}"
12693,NC_011138,unanimous,6,6,6,"{6: 3}"
12694,NC_008709,unanimous,9,9,9,"{9: 3}"
12695,NC_011138,unanimous,6,6,6,"{6: 3}"
12696,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
12697,NC_011138,unanimous,6,6,6,"{6: 3}"
12698,NC_011138,unanimous,6,6,6,"{6: 3}"
12699,NC_008709,majority,9,9,4,"{9: 2; 4: 1}"
12700,NC_011138,majority,0,6,6,"{0: 1; 6: 2}"
12701,NC_008709,majority,0,9,9,"{0: 1; 9: 2}"
12702,NC_011138,unanimous,6,6,6,"{6: 3}"
12703,NC_011138,unanimous,6,6,6,"{6: 3}"
12704,NC_011138,unanimous,6,6,6,"{6: 3}"
12705,NC_008709,unanimous,9,9,9,"{9: 3}"
12706,NC_011138,unanimous,6,6,6,"{6: 3}"
12707,NC_011138,unanimous,6,6,6,"{6: 3}"
12708,NC_015722,unanimous,5,5,5,"{5: 3}"
12709,NC_015722,unanimous,5,5,5,"{5: 3}"
12710,NC_011138,unanimous,6,6,6,"{6: 3}"
12711,NC_011138,majority,6,6,0,"{6: 2; 0: 1}"
12712,NC_013943,unanimous,0,0,0,"{0: 3}"
12713,NC_011138,majority,6,6,0,"{6: 2; 0: 1}"
12714,NC_011138,unanimous,6,6,6,"{6: 3}"
12715,NC_011138,unanimous,6,6,6,"{6: 3}"
12716,NC_011138,unanimous,6,6,6,"{6: 3}"
12717,NC_011138,unanimous,6,6,6,"{6: 3}"
12718,NC_011138,unanimous,6,6,6,"{6: 3}"
12719,NC_011138,unanimous,6,6,6,"{6: 3}"
12720,NC_011138,unanimous,6,6,6,"{6: 3}"
12721,NC_011138,unanimous,6,6,6,"{6: 3}"
12722,NC_011138,unanimous,6,6,6,"{6: 3}"
12723,NC_013943,unanimous,0,0,0,"{0: 3}"
12724,NC_013943,unanimous,0,0,0,"{0: 3}"
12725,NC_011138,unanimous,6,6,6,"{6: 3}"
12726,NC_011138,unanimous,6,6,6,"{6: 3}"
12727,NC_011138,unanimous,6,6,6,"{6: 3}"
12728,NC_013943,unanimous,0,0,0,"{0: 3}"
12729,NC_008709,unanimous,9,9,9,"{9: 3}"
12730,NC_008709,majority,9,6,9,"{9: 2; 6: 1}"
12731,NC_011138,majority,6,0,6,"{6: 2; 0: 1}"
12732,NC_011138,majority,6,4,6,"{6: 2; 4: 1}"
12733,NC_007984,majority,2,2,6,"{2: 2; 6: 1}"
12734,NC_007984,majority,2,2,4,"{2: 2; 4: 1}"
12735,NC_011138,unanimous,6,6,6,"{6: 3}"
12736,NC_011138,unanimous,6,6,6,"{6: 3}"
12737,NC_011138,unanimous,6,6,6,"{6: 3}"
12738,NC_011138,majority,6,5,6,"{6: 2; 5: 1}"
12739,NC_008709,unanimous,9,9,9,"{9: 3}"
12740,NC_015722,majority,5,5,6,"{5: 2; 6: 1}"
12741,NC_011138,unanimous,6,6,6,"{6: 3}"
12742,NC_011138,unanimous,6,6,6,"{6: 3}"
12743,NC_011138,unanimous,6,6,6,"{6: 3}"
12744,NC_011138,unanimous,6,6,6,"{6: 3}"
12745,NC_015722,majority,5,5,9,"{5: 2; 9: 1}"
12746,NC_011138,majority,6,4,6,"{6: 2; 4: 1}"
12747,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
12748,NC_008709,majority,9,6,9,"{9: 2; 6: 1}"
12749,NC_011138,unanimous,6,6,6,"{6: 3}"
12750,NC_008709,unanimous,9,9,9,"{9: 3}"
12751,NC_011138,unanimous,6,6,6,"{6: 3}"
12752,NC_007984,tie_breaker,0,6,2,"{0: 1; 6: 1; 2: 1}"
12753,NC_013943,majority,6,0,0,"{6: 1; 0: 2}"
12754,NC_011138,unanimous,6,6,6,"{6: 3}"
