sequence_id,predicted_genome,decision_type,k3_prediction,k5_prediction,k7_prediction,vote_counts
7840,NC_015859,unanimous,1,1,1,"{1: 3}"
7841,NC_009511,majority,7,7,3,"{7: 2; 3: 1}"
7842,NC_015859,unanimous,1,1,1,"{1: 3}"
7843,NC_015859,unanimous,1,1,1,"{1: 3}"
7844,NC_015859,unanimous,1,1,1,"{1: 3}"
7845,NC_015859,majority,1,8,1,"{1: 2; 8: 1}"
7846,NC_015859,unanimous,1,1,1,"{1: 3}"
7847,NC_015859,unanimous,1,1,1,"{1: 3}"
7848,NC_015859,unanimous,1,1,1,"{1: 3}"
7849,NC_015859,unanimous,1,1,1,"{1: 3}"
7850,NC_015656,unanimous,8,8,8,"{8: 3}"
7851,NC_015859,unanimous,1,1,1,"{1: 3}"
7852,NC_015859,unanimous,1,1,1,"{1: 3}"
7853,NC_015859,unanimous,1,1,1,"{1: 3}"
7854,NC_015859,unanimous,1,1,1,"{1: 3}"
7855,NC_015859,unanimous,1,1,1,"{1: 3}"
7856,NC_009767,majority,3,3,1,"{3: 2; 1: 1}"
7857,NC_015859,unanimous,1,1,1,"{1: 3}"
7858,NC_015859,unanimous,1,1,1,"{1: 3}"
7859,NC_013943,majority,0,0,1,"{0: 2; 1: 1}"
7860,NC_015859,unanimous,1,1,1,"{1: 3}"
7861,NC_009767,majority,3,7,3,"{3: 2; 7: 1}"
7862,NC_015859,majority,8,1,1,"{8: 1; 1: 2}"
7863,NC_015656,majority,8,8,1,"{8: 2; 1: 1}"
7864,NC_015859,unanimous,1,1,1,"{1: 3}"
7865,NC_015859,majority,8,1,1,"{8: 1; 1: 2}"
7866,NC_015859,unanimous,1,1,1,"{1: 3}"
7867,NC_015656,majority,8,8,1,"{8: 2; 1: 1}"
7868,NC_015859,unanimous,1,1,1,"{1: 3}"
7869,NC_015656,majority,8,8,1,"{8: 2; 1: 1}"
7870,NC_015859,unanimous,1,1,1,"{1: 3}"
7871,NC_015859,unanimous,1,1,1,"{1: 3}"
7872,NC_015859,unanimous,1,1,1,"{1: 3}"
7873,NC_015859,unanimous,1,1,1,"{1: 3}"
7874,NC_015859,unanimous,1,1,1,"{1: 3}"
7875,NC_015859,unanimous,1,1,1,"{1: 3}"
7876,NC_015656,unanimous,8,8,8,"{8: 3}"
7877,NC_015859,majority,8,1,1,"{8: 1; 1: 2}"
7878,NC_015859,unanimous,1,1,1,"{1: 3}"
7879,NC_015859,unanimous,1,1,1,"{1: 3}"
7880,NC_015859,unanimous,1,1,1,"{1: 3}"
7881,NC_015859,unanimous,1,1,1,"{1: 3}"
7882,NC_015859,unanimous,1,1,1,"{1: 3}"
7883,NC_015859,unanimous,1,1,1,"{1: 3}"
7884,NC_015859,unanimous,1,1,1,"{1: 3}"
7885,NC_015859,tie_breaker,3,9,1,"{3: 1; 9: 1; 1: 1}"
7886,NC_015859,unanimous,1,1,1,"{1: 3}"
7887,NC_015859,unanimous,1,1,1,"{1: 3}"
7888,NC_015859,unanimous,1,1,1,"{1: 3}"
7889,NC_015859,unanimous,1,1,1,"{1: 3}"
7890,NC_009511,majority,7,7,1,"{7: 2; 1: 1}"
7891,NC_015859,unanimous,1,1,1,"{1: 3}"
7892,NC_015859,majority,8,1,1,"{8: 1; 1: 2}"
7893,NC_015656,majority,8,8,1,"{8: 2; 1: 1}"
7894,NC_009511,majority,7,8,7,"{7: 2; 8: 1}"
7895,NC_015859,majority,7,1,1,"{7: 1; 1: 2}"
7896,NC_015859,majority,8,1,1,"{8: 1; 1: 2}"
7897,NC_015859,unanimous,1,1,1,"{1: 3}"
7898,NC_015859,unanimous,1,1,1,"{1: 3}"
7899,NC_015859,unanimous,1,1,1,"{1: 3}"
7900,NC_015859,majority,1,8,1,"{1: 2; 8: 1}"
7901,NC_009767,majority,3,3,1,"{3: 2; 1: 1}"
7902,NC_015859,unanimous,1,1,1,"{1: 3}"
7903,NC_015859,unanimous,1,1,1,"{1: 3}"
7904,NC_015859,majority,8,1,1,"{8: 1; 1: 2}"
7905,NC_015656,majority,8,1,8,"{8: 2; 1: 1}"
7906,NC_015859,unanimous,1,1,1,"{1: 3}"
7907,NC_009767,majority,3,3,1,"{3: 2; 1: 1}"
7908,NC_015859,unanimous,1,1,1,"{1: 3}"
7909,NC_015859,unanimous,1,1,1,"{1: 3}"
7910,NC_015859,unanimous,1,1,1,"{1: 3}"
7911,NC_015656,majority,8,8,1,"{8: 2; 1: 1}"
7912,NC_015859,unanimous,1,1,1,"{1: 3}"
7913,NC_015859,unanimous,1,1,1,"{1: 3}"
7914,NC_015859,unanimous,1,1,1,"{1: 3}"
7915,NC_015859,unanimous,1,1,1,"{1: 3}"
7916,NC_009511,unanimous,7,7,7,"{7: 3}"
7917,NC_015859,unanimous,1,1,1,"{1: 3}"
7918,NC_015859,unanimous,1,1,1,"{1: 3}"
7919,NC_015859,unanimous,1,1,1,"{1: 3}"
7920,NC_015859,unanimous,1,1,1,"{1: 3}"
7921,NC_009511,majority,8,7,7,"{8: 1; 7: 2}"
7922,NC_015859,unanimous,1,1,1,"{1: 3}"
7923,NC_015656,majority,8,8,1,"{8: 2; 1: 1}"
7924,NC_015859,majority,1,8,1,"{1: 2; 8: 1}"
7925,NC_015859,unanimous,1,1,1,"{1: 3}"
7926,NC_015859,unanimous,1,1,1,"{1: 3}"
7927,NC_015859,unanimous,1,1,1,"{1: 3}"
7928,NC_015859,unanimous,1,1,1,"{1: 3}"
7929,NC_015859,unanimous,1,1,1,"{1: 3}"
7930,NC_015859,unanimous,1,1,1,"{1: 3}"
7931,NC_015859,unanimous,1,1,1,"{1: 3}"
7932,NC_015859,unanimous,1,1,1,"{1: 3}"
7933,NC_015656,unanimous,8,8,8,"{8: 3}"
7934,NC_015859,majority,1,8,1,"{1: 2; 8: 1}"
7935,NC_015859,unanimous,1,1,1,"{1: 3}"
7936,NC_015859,unanimous,1,1,1,"{1: 3}"
7937,NC_015859,unanimous,1,1,1,"{1: 3}"
7938,NC_015859,unanimous,1,1,1,"{1: 3}"
7939,NC_015859,unanimous,1,1,1,"{1: 3}"
7940,NC_015859,unanimous,1,1,1,"{1: 3}"
7941,NC_015859,majority,1,1,8,"{1: 2; 8: 1}"
7942,NC_015859,unanimous,1,1,1,"{1: 3}"
7943,NC_011138,unanimous,6,6,6,"{6: 3}"
7944,NC_008709,unanimous,9,9,9,"{9: 3}"
7945,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
7946,NC_008709,unanimous,9,9,9,"{9: 3}"
7947,NC_008709,unanimous,9,9,9,"{9: 3}"
7948,NC_008709,unanimous,9,9,9,"{9: 3}"
7949,NC_008709,unanimous,9,9,9,"{9: 3}"
7950,NC_008709,unanimous,9,9,9,"{9: 3}"
7951,NC_008709,tie_breaker,0,2,9,"{0: 1; 2: 1; 9: 1}"
7952,NC_008709,unanimous,9,9,9,"{9: 3}"
7953,NC_008709,tie_breaker,6,0,9,"{6: 1; 0: 1; 9: 1}"
7954,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
7955,NC_008709,majority,9,6,9,"{9: 2; 6: 1}"
7956,NC_008709,majority,9,9,0,"{9: 2; 0: 1}"
7957,NC_007984,majority,2,2,6,"{2: 2; 6: 1}"
7958,NC_008709,tie_breaker,2,6,9,"{2: 1; 6: 1; 9: 1}"
7959,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
7960,NC_008709,unanimous,9,9,9,"{9: 3}"
7961,NC_008709,unanimous,9,9,9,"{9: 3}"
7962,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
7963,NC_013943,tie_breaker,2,9,0,"{2: 1; 9: 1; 0: 1}"
7964,NC_009767,majority,3,3,9,"{3: 2; 9: 1}"
7965,NC_008709,unanimous,9,9,9,"{9: 3}"
7966,NC_008709,unanimous,9,9,9,"{9: 3}"
7967,NC_008709,unanimous,9,9,9,"{9: 3}"
7968,NC_007984,unanimous,2,2,2,"{2: 3}"
7969,NC_008709,tie_breaker,6,0,9,"{6: 1; 0: 1; 9: 1}"
7970,NC_008709,unanimous,9,9,9,"{9: 3}"
7971,NC_008709,unanimous,9,9,9,"{9: 3}"
7972,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
7973,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
7974,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
7975,NC_008709,majority,3,9,9,"{3: 1; 9: 2}"
7976,NC_008709,unanimous,9,9,9,"{9: 3}"
7977,NC_008709,unanimous,9,9,9,"{9: 3}"
7978,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
7979,NC_008709,unanimous,9,9,9,"{9: 3}"
7980,NC_011138,unanimous,6,6,6,"{6: 3}"
7981,NC_008709,tie_breaker,6,0,9,"{6: 1; 0: 1; 9: 1}"
7982,NC_008709,unanimous,9,9,9,"{9: 3}"
7983,NC_008709,unanimous,9,9,9,"{9: 3}"
7984,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
7985,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
7986,NC_008709,unanimous,9,9,9,"{9: 3}"
7987,NC_008709,unanimous,9,9,9,"{9: 3}"
7988,NC_008709,unanimous,9,9,9,"{9: 3}"
7989,NC_011126,majority,4,4,9,"{4: 2; 9: 1}"
7990,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
7991,NC_008709,unanimous,9,9,9,"{9: 3}"
7992,NC_008709,unanimous,9,9,9,"{9: 3}"
7993,NC_008709,tie_breaker,6,0,9,"{6: 1; 0: 1; 9: 1}"
7994,NC_008709,unanimous,9,9,9,"{9: 3}"
7995,NC_008709,majority,4,9,9,"{4: 1; 9: 2}"
7996,NC_008709,unanimous,9,9,9,"{9: 3}"
7997,NC_008709,majority,9,0,9,"{9: 2; 0: 1}"
7998,NC_008709,unanimous,9,9,9,"{9: 3}"
7999,NC_008709,unanimous,9,9,9,"{9: 3}"
8000,NC_013943,unanimous,0,0,0,"{0: 3}"
8001,NC_008709,unanimous,9,9,9,"{9: 3}"
8002,NC_008709,unanimous,9,9,9,"{9: 3}"
8003,NC_008709,unanimous,9,9,9,"{9: 3}"
8004,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8005,NC_007984,majority,2,2,9,"{2: 2; 9: 1}"
8006,NC_008709,unanimous,9,9,9,"{9: 3}"
8007,NC_008709,unanimous,9,9,9,"{9: 3}"
8008,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8009,NC_011138,unanimous,6,6,6,"{6: 3}"
8010,NC_007984,majority,2,2,9,"{2: 2; 9: 1}"
8011,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8012,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8013,NC_013943,majority,0,0,6,"{0: 2; 6: 1}"
8014,NC_008709,unanimous,9,9,9,"{9: 3}"
8015,NC_011138,unanimous,6,6,6,"{6: 3}"
8016,NC_008709,unanimous,9,9,9,"{9: 3}"
8017,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
8018,NC_008709,unanimous,9,9,9,"{9: 3}"
8019,NC_008709,unanimous,9,9,9,"{9: 3}"
8020,NC_008709,unanimous,9,9,9,"{9: 3}"
8021,NC_008709,unanimous,9,9,9,"{9: 3}"
8022,NC_008709,unanimous,9,9,9,"{9: 3}"
8023,NC_008709,unanimous,9,9,9,"{9: 3}"
8024,NC_008709,unanimous,9,9,9,"{9: 3}"
8025,NC_009767,majority,3,3,9,"{3: 2; 9: 1}"
8026,NC_008709,unanimous,9,9,9,"{9: 3}"
8027,NC_013943,unanimous,0,0,0,"{0: 3}"
8028,NC_011138,majority,6,5,6,"{6: 2; 5: 1}"
8029,NC_008709,unanimous,9,9,9,"{9: 3}"
8030,NC_008709,tie_breaker,4,5,9,"{4: 1; 5: 1; 9: 1}"
8031,NC_008709,unanimous,9,9,9,"{9: 3}"
8032,NC_008709,unanimous,9,9,9,"{9: 3}"
8033,NC_009767,majority,6,3,3,"{6: 1; 3: 2}"
8034,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
8035,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
8036,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8037,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8038,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
8039,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
8040,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
8041,NC_011138,majority,5,6,6,"{5: 1; 6: 2}"
8042,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8043,NC_007984,majority,2,2,6,"{2: 2; 6: 1}"
8044,NC_008709,unanimous,9,9,9,"{9: 3}"
8045,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8046,NC_011126,majority,4,4,9,"{4: 2; 9: 1}"
8047,NC_015722,majority,5,5,9,"{5: 2; 9: 1}"
8048,NC_008709,majority,3,9,9,"{3: 1; 9: 2}"
8049,NC_008709,unanimous,9,9,9,"{9: 3}"
8050,NC_008709,tie_breaker,2,5,9,"{2: 1; 5: 1; 9: 1}"
8051,NC_008709,unanimous,9,9,9,"{9: 3}"
8052,NC_008709,unanimous,9,9,9,"{9: 3}"
8053,NC_008709,unanimous,9,9,9,"{9: 3}"
8054,NC_008709,unanimous,9,9,9,"{9: 3}"
8055,NC_008709,unanimous,9,9,9,"{9: 3}"
8056,NC_008709,unanimous,9,9,9,"{9: 3}"
8057,NC_008709,unanimous,9,9,9,"{9: 3}"
8058,NC_011126,majority,4,4,9,"{4: 2; 9: 1}"
8059,NC_008709,unanimous,9,9,9,"{9: 3}"
8060,NC_008709,unanimous,9,9,9,"{9: 3}"
8061,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
8062,NC_008709,unanimous,9,9,9,"{9: 3}"
8063,NC_008709,majority,9,0,9,"{9: 2; 0: 1}"
8064,NC_008709,majority,4,9,9,"{4: 1; 9: 2}"
8065,NC_013943,unanimous,0,0,0,"{0: 3}"
8066,NC_008709,unanimous,9,9,9,"{9: 3}"
8067,NC_008709,unanimous,9,9,9,"{9: 3}"
8068,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8069,NC_008709,tie_breaker,5,0,9,"{5: 1; 0: 1; 9: 1}"
8070,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8071,NC_011138,unanimous,6,6,6,"{6: 3}"
8072,NC_008709,unanimous,9,9,9,"{9: 3}"
8073,NC_007984,majority,2,2,9,"{2: 2; 9: 1}"
8074,NC_008709,majority,4,9,9,"{4: 1; 9: 2}"
8075,NC_008709,unanimous,9,9,9,"{9: 3}"
8076,NC_008709,majority,9,2,9,"{9: 2; 2: 1}"
8077,NC_011138,unanimous,6,6,6,"{6: 3}"
8078,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
8079,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
8080,NC_008709,unanimous,9,9,9,"{9: 3}"
8081,NC_008709,tie_breaker,6,0,9,"{6: 1; 0: 1; 9: 1}"
8082,NC_008709,unanimous,9,9,9,"{9: 3}"
8083,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8084,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
8085,NC_008709,majority,9,9,6,"{9: 2; 6: 1}"
8086,NC_008709,unanimous,9,9,9,"{9: 3}"
8087,NC_008709,tie_breaker,5,4,9,"{5: 1; 4: 1; 9: 1}"
8088,NC_008709,majority,9,2,9,"{9: 2; 2: 1}"
8089,NC_008709,unanimous,9,9,9,"{9: 3}"
8090,NC_008709,unanimous,9,9,9,"{9: 3}"
8091,NC_008709,unanimous,9,9,9,"{9: 3}"
8092,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
8093,NC_008709,unanimous,9,9,9,"{9: 3}"
8094,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8095,NC_008709,unanimous,9,9,9,"{9: 3}"
8096,NC_008709,majority,9,5,9,"{9: 2; 5: 1}"
8097,NC_009767,unanimous,3,3,3,"{3: 3}"
8098,NC_008709,unanimous,9,9,9,"{9: 3}"
8099,NC_008709,unanimous,9,9,9,"{9: 3}"
8100,NC_008709,unanimous,9,9,9,"{9: 3}"
8101,NC_008709,unanimous,9,9,9,"{9: 3}"
8102,NC_008709,unanimous,9,9,9,"{9: 3}"
8103,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
8104,NC_008709,unanimous,9,9,9,"{9: 3}"
8105,NC_009767,majority,3,3,9,"{3: 2; 9: 1}"
8106,NC_008709,majority,9,0,9,"{9: 2; 0: 1}"
8107,NC_008709,unanimous,9,9,9,"{9: 3}"
8108,NC_008709,unanimous,9,9,9,"{9: 3}"
8109,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
8110,NC_008709,unanimous,9,9,9,"{9: 3}"
8111,NC_008709,majority,9,9,6,"{9: 2; 6: 1}"
8112,NC_015722,tie_breaker,4,9,5,"{4: 1; 9: 1; 5: 1}"
8113,NC_008709,unanimous,9,9,9,"{9: 3}"
8114,NC_008709,unanimous,9,9,9,"{9: 3}"
8115,NC_008709,tie_breaker,3,1,9,"{3: 1; 1: 1; 9: 1}"
8116,NC_008709,unanimous,9,9,9,"{9: 3}"
8117,NC_008709,unanimous,9,9,9,"{9: 3}"
8118,NC_013943,unanimous,0,0,0,"{0: 3}"
8119,NC_008709,unanimous,9,9,9,"{9: 3}"
8120,NC_008709,majority,9,9,6,"{9: 2; 6: 1}"
8121,NC_008709,unanimous,9,9,9,"{9: 3}"
8122,NC_008709,unanimous,9,9,9,"{9: 3}"
8123,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
8124,NC_008709,unanimous,9,9,9,"{9: 3}"
8125,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
8126,NC_008709,majority,0,9,9,"{0: 1; 9: 2}"
8127,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8128,NC_008709,tie_breaker,5,4,9,"{5: 1; 4: 1; 9: 1}"
8129,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
8130,NC_008709,tie_breaker,4,5,9,"{4: 1; 5: 1; 9: 1}"
8131,NC_008709,majority,0,9,9,"{0: 1; 9: 2}"
8132,NC_008709,majority,0,9,9,"{0: 1; 9: 2}"
8133,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8134,NC_011138,unanimous,6,6,6,"{6: 3}"
8135,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
8136,NC_008709,tie_breaker,2,6,9,"{2: 1; 6: 1; 9: 1}"
8137,NC_008709,unanimous,9,9,9,"{9: 3}"
8138,NC_008709,unanimous,9,9,9,"{9: 3}"
8139,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8140,NC_011138,majority,9,6,6,"{9: 1; 6: 2}"
8141,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8142,NC_011138,majority,9,6,6,"{9: 1; 6: 2}"
8143,NC_008709,unanimous,9,9,9,"{9: 3}"
8144,NC_008709,unanimous,9,9,9,"{9: 3}"
8145,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
8146,NC_011138,majority,6,9,6,"{6: 2; 9: 1}"
8147,NC_011138,unanimous,6,6,6,"{6: 3}"
8148,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
8149,NC_008709,majority,0,9,9,"{0: 1; 9: 2}"
8150,NC_008709,majority,9,6,9,"{9: 2; 6: 1}"
8151,NC_008709,unanimous,9,9,9,"{9: 3}"
8152,NC_008709,majority,0,9,9,"{0: 1; 9: 2}"
8153,NC_007984,majority,2,2,5,"{2: 2; 5: 1}"
8154,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8155,NC_011126,unanimous,4,4,4,"{4: 3}"
8156,NC_008709,unanimous,9,9,9,"{9: 3}"
8157,NC_008709,unanimous,9,9,9,"{9: 3}"
8158,NC_008709,unanimous,9,9,9,"{9: 3}"
8159,NC_008709,unanimous,9,9,9,"{9: 3}"
8160,NC_008709,unanimous,9,9,9,"{9: 3}"
8161,NC_011126,majority,4,4,9,"{4: 2; 9: 1}"
8162,NC_008709,unanimous,9,9,9,"{9: 3}"
8163,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8164,NC_008709,unanimous,9,9,9,"{9: 3}"
8165,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
8166,NC_015722,majority,5,5,9,"{5: 2; 9: 1}"
8167,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
8168,NC_008709,unanimous,9,9,9,"{9: 3}"
8169,NC_008709,unanimous,9,9,9,"{9: 3}"
8170,NC_011138,unanimous,6,6,6,"{6: 3}"
8171,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
8172,NC_008709,unanimous,9,9,9,"{9: 3}"
8173,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
8174,NC_008709,majority,9,0,9,"{9: 2; 0: 1}"
8175,NC_015722,unanimous,5,5,5,"{5: 3}"
8176,NC_011126,majority,4,4,9,"{4: 2; 9: 1}"
8177,NC_008709,unanimous,9,9,9,"{9: 3}"
8178,NC_008709,unanimous,9,9,9,"{9: 3}"
8179,NC_008709,majority,0,9,9,"{0: 1; 9: 2}"
8180,NC_008709,unanimous,9,9,9,"{9: 3}"
8181,NC_008709,unanimous,9,9,9,"{9: 3}"
8182,NC_008709,unanimous,9,9,9,"{9: 3}"
8183,NC_008709,majority,3,9,9,"{3: 1; 9: 2}"
8184,NC_015722,majority,5,5,9,"{5: 2; 9: 1}"
8185,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8186,NC_008709,unanimous,9,9,9,"{9: 3}"
8187,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8188,NC_008709,unanimous,9,9,9,"{9: 3}"
8189,NC_008709,unanimous,9,9,9,"{9: 3}"
8190,NC_011138,unanimous,6,6,6,"{6: 3}"
8191,NC_008709,majority,1,9,9,"{1: 1; 9: 2}"
8192,NC_008709,unanimous,9,9,9,"{9: 3}"
8193,NC_008709,unanimous,9,9,9,"{9: 3}"
8194,NC_008709,majority,9,6,9,"{9: 2; 6: 1}"
8195,NC_008709,majority,4,9,9,"{4: 1; 9: 2}"
8196,NC_008709,unanimous,9,9,9,"{9: 3}"
8197,NC_008709,unanimous,9,9,9,"{9: 3}"
8198,NC_008709,unanimous,9,9,9,"{9: 3}"
8199,NC_011138,unanimous,6,6,6,"{6: 3}"
8200,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
8201,NC_008709,unanimous,9,9,9,"{9: 3}"
8202,NC_008709,unanimous,9,9,9,"{9: 3}"
8203,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
8204,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8205,NC_008709,unanimous,9,9,9,"{9: 3}"
8206,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
8207,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8208,NC_008709,unanimous,9,9,9,"{9: 3}"
8209,NC_008709,majority,3,9,9,"{3: 1; 9: 2}"
8210,NC_008709,unanimous,9,9,9,"{9: 3}"
8211,NC_008709,unanimous,9,9,9,"{9: 3}"
8212,NC_007984,majority,2,2,9,"{2: 2; 9: 1}"
8213,NC_008709,majority,9,2,9,"{9: 2; 2: 1}"
8214,NC_011138,majority,9,6,6,"{9: 1; 6: 2}"
8215,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
8216,NC_008709,unanimous,9,9,9,"{9: 3}"
8217,NC_011138,unanimous,6,6,6,"{6: 3}"
8218,NC_008709,tie_breaker,5,0,9,"{5: 1; 0: 1; 9: 1}"
8219,NC_008709,majority,9,6,9,"{9: 2; 6: 1}"
8220,NC_008709,unanimous,9,9,9,"{9: 3}"
8221,NC_008709,unanimous,9,9,9,"{9: 3}"
8222,NC_008709,unanimous,9,9,9,"{9: 3}"
8223,NC_008709,unanimous,9,9,9,"{9: 3}"
8224,NC_015722,majority,5,5,9,"{5: 2; 9: 1}"
8225,NC_008709,majority,9,2,9,"{9: 2; 2: 1}"
8226,NC_008709,unanimous,9,9,9,"{9: 3}"
8227,NC_008709,unanimous,9,9,9,"{9: 3}"
8228,NC_008709,unanimous,9,9,9,"{9: 3}"
8229,NC_008709,majority,9,6,9,"{9: 2; 6: 1}"
8230,NC_008709,unanimous,9,9,9,"{9: 3}"
8231,NC_008709,unanimous,9,9,9,"{9: 3}"
8232,NC_008709,majority,0,9,9,"{0: 1; 9: 2}"
8233,NC_015722,majority,5,5,9,"{5: 2; 9: 1}"
8234,NC_008709,tie_breaker,2,4,9,"{2: 1; 4: 1; 9: 1}"
8235,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
8236,NC_008709,unanimous,9,9,9,"{9: 3}"
8237,NC_008709,unanimous,9,9,9,"{9: 3}"
8238,NC_008709,unanimous,9,9,9,"{9: 3}"
8239,NC_008709,unanimous,9,9,9,"{9: 3}"
8240,NC_011126,unanimous,4,4,4,"{4: 3}"
8241,NC_008709,unanimous,9,9,9,"{9: 3}"
8242,NC_008709,unanimous,9,9,9,"{9: 3}"
8243,NC_008709,majority,2,9,9,"{2: 1; 9: 2}"
8244,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
8245,NC_015722,unanimous,5,5,5,"{5: 3}"
8246,NC_008709,tie_breaker,4,6,9,"{4: 1; 6: 1; 9: 1}"
8247,NC_008709,unanimous,9,9,9,"{9: 3}"
8248,NC_013943,unanimous,0,0,0,"{0: 3}"
8249,NC_008709,unanimous,9,9,9,"{9: 3}"
8250,NC_008709,unanimous,9,9,9,"{9: 3}"
8251,NC_008709,unanimous,9,9,9,"{9: 3}"
8252,NC_008709,unanimous,9,9,9,"{9: 3}"
8253,NC_008709,unanimous,9,9,9,"{9: 3}"
8254,NC_008709,unanimous,9,9,9,"{9: 3}"
8255,NC_008709,unanimous,9,9,9,"{9: 3}"
8256,NC_007984,majority,2,2,9,"{2: 2; 9: 1}"
8257,NC_008709,unanimous,9,9,9,"{9: 3}"
8258,NC_008709,tie_breaker,5,6,9,"{5: 1; 6: 1; 9: 1}"
8259,NC_008709,unanimous,9,9,9,"{9: 3}"
8260,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
8261,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
8262,NC_011138,unanimous,6,6,6,"{6: 3}"
8263,NC_008709,majority,6,9,9,"{6: 1; 9: 2}"
8264,NC_008709,unanimous,9,9,9,"{9: 3}"
8265,NC_008709,majority,4,9,9,"{4: 1; 9: 2}"
8266,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
8267,NC_008709,unanimous,9,9,9,"{9: 3}"
8268,NC_008709,tie_breaker,5,0,9,"{5: 1; 0: 1; 9: 1}"
8269,NC_008709,majority,9,5,9,"{9: 2; 5: 1}"
8270,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8271,NC_008709,unanimous,9,9,9,"{9: 3}"
8272,NC_011138,tie_breaker,0,9,6,"{0: 1; 9: 1; 6: 1}"
8273,NC_013943,majority,0,0,9,"{0: 2; 9: 1}"
8274,NC_008709,unanimous,9,9,9,"{9: 3}"
8275,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8276,NC_008709,unanimous,9,9,9,"{9: 3}"
8277,NC_011138,unanimous,6,6,6,"{6: 3}"
8278,NC_008709,unanimous,9,9,9,"{9: 3}"
8279,NC_008709,majority,5,9,9,"{5: 1; 9: 2}"
8280,NC_008709,majority,9,0,9,"{9: 2; 0: 1}"
8281,NC_008709,unanimous,9,9,9,"{9: 3}"
8282,NC_013943,majority,0,2,0,"{0: 2; 2: 1}"
8283,NC_007984,majority,2,2,9,"{2: 2; 9: 1}"
8284,NC_008709,unanimous,9,9,9,"{9: 3}"
8285,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
